	PC1 60.0%	PC2 5.6%	PC3 2.9%	PC4 2.5%	PC5 1.8%	Sample	MKI67	Gradient
0	-34.302256188918776	0.5572282375077524	4.755418281067418	-4.618172233994901	-4.481939407721526	Cell_2	-0.9707710522919365	29min
1	37.89121289944397	-3.9727359260892237	-5.914664149407549	-0.6543091394537683	0.774749078059572	Cell_4	0.7795044201497635	29min
2	-33.065803923798875	-3.3702727664294354	4.094477664082191	-4.168435634406042	-2.8754229460044813	Cell_5	0.03455328144511698	29min
3	57.18373763895751	-11.708835606849629	-7.4073510621534835	-0.16760609424220965	0.5207855596964884	Cell_6	1.1614304867079643	29min
4	32.48668741277562	-4.234284336451431	-6.0872809329756725	-2.8016098928987554	1.2421762827320122	Cell_7	0.12911609903720547	29min
5	9.799086396979686	-6.415448899511087	-2.7901494108278344	-2.3812577845652054	-3.0654058763554626	Cell_8	-0.3222534793629898	29min
6	51.866722370481874	13.03340835240822	-17.04525884867481	-2.897106399297979	3.5673865550564363	Cell_9	0.5831805882388219	29min
7	20.317703834499547	-3.9018764957925676	-1.73423185955392	-1.8244205273460667	-0.038351816508595926	Cell_10	0.6000722173789897	29min
8	16.655947984977775	-3.6103695972880123	-1.7015974729921697	-1.6065266025919422	-1.137606801810688	Cell_11	0.41390387854683414	29min
9	20.056811433915502	-7.853723405006436	-1.42718759326535	-2.1638739933834414	1.7709384332629574	Cell_12	-0.0963627255728324	29min
10	-14.162166895013161	25.823588405422452	-6.292444698113253	-6.922789834763609	1.1566208135175375	Cell_13	-0.6539712470462987	29min
11	-31.968372591797035	2.5610934025243006	-2.8822097176652504	5.348923614909392	-3.6081325632913726	Cell_14	0.8216209811625896	29min
12	11.818192513837133	-1.5293804998871041	-1.0986439176685796	-1.375640767527159	-1.5963285597689247	Cell_15	-0.187146942301558	29min
13	7.649514572354888	0.5280624672615556	0.6501903593760403	-1.879800372435164	0.6186647752308799	Cell_16	0.5681045604648279	29min
14	21.651193704690296	-7.064324827545426	-2.0702395848462127	-1.5627533176656552	-0.6423869977180103	Cell_17	-0.23506303369903248	29min
15	32.89679029815142	-5.495543154767532	-4.382836225099246	-1.7435835030606506	-0.2623301551678252	Cell_18	0.9878463598123783	29min
16	-26.40518011085401	2.5513595666286033	4.4912917336752844	0.816147581182003	-5.051297708165299	Cell_19	0.24684268598296408	29min
17	5.7313335923931215	-2.2872806511821504	-0.19492903857883334	-2.2061075705751514	-2.1996944746941214	Cell_20	-0.563571538499762	29min
18	28.015652914666294	-5.769830787430189	-1.2763179128404032	-1.072871204405631	0.9710128744532375	Cell_21	0.3980470493043224	29min
19	36.691335673491615	8.367060420578289	-12.341948368423315	-1.928114290704445	1.3832941283217184	Cell_22	0.960948630373166	29min
20	28.82683002484627	-7.781412337811634	-2.7517794850924697	2.703137685817547	-1.7549487261692014	Cell_23	1.24315287481186	29min
21	-19.386993541457787	4.763589758173547	5.668528582045129	-5.4055824281204385	-2.2405952905270063	Cell_24	-0.23615614701070428	29min
22	16.672545817427128	-5.170681547656717	-0.8905842371659413	0.8863390537176532	-0.14597819609125134	Cell_25	-0.07573808717575838	29min
23	25.285215112605766	-3.5898259866764395	-2.2624141849453756	-1.8685188374832136	0.7161807218770764	Cell_26	-0.15198222132438624	29min
24	7.3450769032999865	1.813068363879608	0.524036699842435	-0.9677632699048464	-1.3412717825409457	Cell_27	0.6527289984785841	29min
25	-35.096585078775604	-8.750093117942415	11.09379516751035	-0.5212109778378767	48.01187979038346	Cell_28	-0.4401100862214242	29min
26	29.484963581654668	-1.7971106738166993	-5.125492811270071	5.639490501193904	0.07204285356240174	Cell_29	0.5204666081003423	29min
27	9.001015139463545	-1.8884665313354834	-1.7008814915518002	-1.0846922556311862	-0.16004788017943394	Cell_30	-0.09967259840756112	29min
28	18.69029503737288	-6.687772073093891	-1.033857347105506	-0.025273651689931263	-0.21024661178596338	Cell_31	-0.05129180422052781	29min
29	9.13604973995182	-3.811452697368315	-1.0310745980996874	-4.02558669300476	2.4340530584940554	Cell_32	0.5372168200111734	29min
30	-33.84607253342019	4.239139233848469	5.701603991710412	-2.30922425775128	-1.5059483958703728	Cell_33	-0.926479247068738	29min
31	11.667000450501465	-3.818893436660746	-4.202067625743653	-3.0226044726014787	-0.6588610155951905	Cell_34	0.018826076722488323	29min
32	19.099827210555986	-3.8178149374524515	-2.4424574941643957	3.63496732935445	-0.6182997012611365	Cell_35	1.155092683627486	29min
33	-32.94550418460279	-1.981578647904456	11.471887015776243	1.463216732420946	8.136615970058836	Cell_36	-1.064206389794351	29min
34	20.190816253478136	-7.433755151590761	-0.1264729212128318	-0.32734685717094836	-1.2217549618669588	Cell_37	0.39019206151787694	29min
35	-20.71795163196086	-3.077097936844359	8.190639304630022	2.703381888027019	-0.4952355103703678	Cell_38	-0.39647670479411845	29min
36	-28.47336919342067	6.487016684963068	0.7949353427270349	1.048423917916251	0.17571315329166545	Cell_39	-1.4935296044991986	29min
37	14.097145503907257	-4.555394309220966	-2.0152023095468365	4.546882218858417	-1.1699635937561896	Cell_40	0.09564120437307799	29min
38	-29.260918184183353	67.297512061342	-13.71922710182933	-7.589522113829922	6.422176458390336	Cell_41	-1.7681829086704615	29min
39	-15.938761625076221	4.977635462754387	4.0013190134302015	1.9036916861023727	-4.464816150314298	Cell_42	1.138592032619947	29min
40	-17.94565471124017	-4.55628942460868	5.765080475494116	-0.9997529502387204	-2.0479058572730997	Cell_43	1.1953115886157584	29min
41	-17.855376126740783	-0.6842193157089477	0.6269295108178585	5.936092290031883	-5.057987750905787	Cell_44	-0.7920316970802511	29min
42	83.12344435728139	-18.235037364260332	-8.084227878972984	3.9790151881856564	0.8699188381492	Cell_45	1.9508193915761465	29min
43	-6.995837590603658	2.8505941125350347	1.6451091303455387	10.596605817932357	-1.2841171679955443	Cell_46	0.7463406767714738	29min
44	-55.94649149912521	6.750242126901598	3.9108828004650955	17.983949163640208	-7.110070525705098	Cell_47	-1.159096424705985	29min
45	-54.647085717343536	-1.5885689043020608	10.38685505289657	-7.259494734205469	-3.5400532499458457	Cell_48	-2.7797407596636017	29min
46	-35.28195812286358	0.22943915650119368	3.6281476941010116	-6.715786510490779	-4.01974552572635	Cell_49	-1.5548544622298421	29min
47	-29.583310329245947	-0.565246757215982	7.670147343931221	-2.6674929536014185	-7.919442900011731	Cell_50	-1.8125675126035456	29min
48	-24.030210032664492	-1.2604302969250047	5.818527585229838	-3.2225738975675404	-4.574472498215352	Cell_51	-2.0466184241891283	29min
49	-30.568095080052334	-0.016432126526089164	7.121575723480232	-1.5601364789881684	2.1328949387951504	Cell_52	0.8444646882391194	29min
50	-6.813276887707616	7.100827207709635	-1.4018906339157104	-1.485648825402095	-1.9236194529015833	Cell_53	-0.3392860336363076	29min
51	-28.42964618999956	2.135953445843435	4.316219415130024	2.7527884771220568	-4.962020084642588	Cell_54	1.1716692376786237	29min
52	-21.622318579319764	2.4879174767481618	5.5735888762214065	-1.0603333326354065	-1.4875901316802347	Cell_55	-2.3472509558468744	29min
53	-35.51476719470326	-5.557425468121293	10.004369057025464	-3.3918783581769825	-0.8378449971670417	Cell_56	0.2107488959411154	29min
54	-10.176280363643661	-2.1418871003163464	4.257051720554815	-0.7107542632456474	0.4624044613868711	Cell_57	0.4824930753639808	29min
55	-23.629946198515118	0.04299455776048916	3.9470603874519066	-4.95305871836861	-1.4281383261125835	Cell_58	-1.1420375744216453	29min
56	57.65921954127375	9.762390674836094	-16.62036535324238	-1.687295245138009	2.81538192354426	Cell_59	0.8254867229608652	29min
57	61.873580694414635	-12.575411190336634	-6.266165747774886	1.6237684270012418	-0.10295758316140835	Cell_60	1.6859886110792823	29min
58	2.966149314849467	-0.6697743629441895	2.051527441119885	1.1377729924202846	2.842377276108016	Cell_61	0.8625744743141754	29min
59	-51.22090761745236	4.865857474743243	6.1602566445820255	30.131916680568878	0.14556323060670195	Cell_62	0.2934717009305072	29min
60	19.430366072176803	1.4550791044696934	6.028528123175928	-2.1382363993846982	-0.0003408335783883776	Cell_63	0.9375426338372985	52min
61	38.466462164543415	5.913340259626189	7.942412180319903	8.283732023078588	-1.146063359404017	Cell_64	0.8095867688182523	52min
62	-2.968253595677796	-2.1822692833923725	4.239093176149437	-3.377063736567688	2.9799268229743574	Cell_65	-0.2396362022859414	52min
63	-33.29831399563323	-10.15621216051635	-8.245694190159426	-0.9783533031888367	3.986934120764311	Cell_66	0.09350793737534722	52min
64	-10.168303542122535	-3.876170816666716	0.05645397802349984	-2.0163085396755185	3.358859185427184	Cell_67	0.749612552205017	52min
65	-12.224439523020454	-5.65629782059117	-1.3558970550133556	-4.2240262265686495	1.3578771936244443	Cell_68	-1.2137007808708793	52min
