	PC1 63.3%	PC2 5.2%	PC3 2.9%	PC4 2.2%	PC5 1.6%	Sample	MKI67	Gradient
0	-39.607934014344714	1.1732544934504883	-4.7601956015718025	-5.439163898422657	-3.736234102783939	Cell_2	-0.9707710522919365	29min
1	43.59064687742083	-5.2253933801619405	6.091452705404517	-0.38235398217019767	0.3391038088234878	Cell_4	0.7795044201497635	29min
2	-38.208799079416835	-2.693360673270705	-3.6733199641239476	-4.935634851164092	-2.095239402335904	Cell_5	0.03455328144511698	29min
3	66.08646251859913	-13.079333959838431	7.433235438639137	-0.14379725871187432	1.0321056199958822	Cell_6	1.1614304867079643	29min
4	37.41738478232475	-5.423215262055221	6.759525990087241	-2.6553345548569203	0.8685956088570683	Cell_7	0.12911609903720547	29min
5	11.185792997624858	-6.313885119692978	1.7758373898098534	-2.311950570540457	-2.6847706343250737	Cell_8	-0.3222534793629898	29min
6	59.22563235163563	10.05121260330467	19.685565411256345	-1.8570493415520333	1.8069850700808727	Cell_9	0.5831805882388219	29min
7	23.22182637632574	-4.402112888569352	2.8557805448862474	-2.021254235905401	0.19903883206706507	Cell_10	0.6000722173789897	29min
8	18.957291820832832	-4.260865273683661	2.312597355636968	-1.7467322777959697	-1.0183515723717564	Cell_11	0.41390387854683414	29min
9	23.10309562425164	-8.131157999144502	1.4094046562524671	-2.3579818811160482	2.2278496821727694	Cell_12	-0.0963627255728324	29min
10	-17.410291118953527	25.23870002276294	10.283102239238136	-6.770301956441347	-1.4302286943154403	Cell_13	-0.6539712470462987	29min
11	-36.66942631075861	2.591422759364667	1.467574861967676	5.385981146019586	-3.7063858523514632	Cell_14	0.8216209811625896	29min
12	13.68389907856902	-1.645542979341754	0.2603200542656472	-0.4251239529542645	-1.6591157260259788	Cell_15	-0.187146942301558	29min
13	9.032931969356875	0.07784709063575614	-1.3894328113121797	-1.212191630218575	-0.09441067795462554	Cell_16	0.5681045604648279	29min
14	24.935930867798405	-7.490858790139629	1.8284637880615482	-1.8129571114412713	-0.3027357136652409	Cell_17	-0.23506303369903248	29min
15	38.02650270112474	-6.569363008355178	4.882652159023373	-1.681367445132433	-0.2671148480085959	Cell_18	0.9878463598123783	29min
16	-30.104822518000883	2.7577175898482147	-4.671136156533131	0.6959264369440417	-5.453336941881403	Cell_19	0.24684268598296408	29min
17	6.602975629674099	-2.6068621682138162	0.4346009256785674	-2.333294426615113	-1.8038974992334713	Cell_20	-0.563571538499762	29min
18	32.20856865380432	-6.654454875256205	1.5938529527887606	-1.3674689871351413	0.8242744083391506	Cell_21	0.3980470493043224	29min
